imaginaryid,poetname,poetId,cityname,cityId,relationship,destination,destination_id,speaker,speakerid,notes,source_poem,source_citation,original_source,source_greektext,source_translation,source_translator,source_notes,source_explicit
414,Stesichorus,138,Athens,2,,Isthmus,146,Narrator,,"unclear what city ""great wall"" refers to; possibly Thebes or Erythrae, according to Campbell",222A,299,,"... σὺν δ᾿ ἄρ᾿ ἕπο]ντο φίλωι Πολυνείκεϊ τ[αγοὶ Θηβαίω[ν ἄριστοι]. ερχόμεν[ος δ᾿ ἀν᾿ ὁδ]ὸν στεῖχεν, μέγα τεῖχ[ος ἀμείψας ... [ ... ] .. ἅμ᾿ αὐτῶι πολλα[ ... ]εππο.. τ᾿ ἴσαν ἄκρο[ν Ἀθηνᾶν ἄνδρες[ ... ] πομπα[ῖσι θεῶν· ταχέω]ς δ᾿ ἵκοντο Ἰσθμόν ποντίου [Ἐννοσίδα] κραιν . [ ... ] εὔχαις· αὐτα[ρ ἔπειτ᾿ ἀπέβαν ἐπ᾿] ἄστεα καλὰ Κορίνθου, ῥίμφα δ᾿ [ἐϋκτιμένας] Κλεωνὰς ἤνθον...","(and with) their dear Polynices (went the best leaders) of the Thebans. Making his way he began his journey along the road, passing the great wall . . . (and with) him . . . many . . . the men came to the furthest point (of Athens) under the escort (of the gods); and (soon) they reached the Isthmus of the sea-god, (the earth-shaker,) . . . (and were accomplishing their journey?) with prayers; and (then they departed for) the fair towns of Corinth, and quickly came to (well-built) Cleonae. . .",Campbell,,TRUE
550,Stesichorus,138,Cleonae,141,,,,Narrator,,,222A,304,,"... σὺν δ᾿ ἄρ᾿ ἕπο]ντο φίλωι Πολυνείκεϊ τ[αγοὶ Θηβαίω[ν ἄριστοι]. ερχόμεν[ος δ᾿ ἀν᾿ ὁδ]ὸν στεῖχεν, μέγα τεῖχ[ος ἀμείψας ... [ ... ] .. ἅμ᾿ αὐτῶι πολλα[ ... ]εππο.. τ᾿ ἴσαν ἄκρο[ν Ἀθηνᾶν ἄνδρες[ ... ] πομπα[ῖσι θεῶν· ταχέω]ς δ᾿ ἵκοντο Ἰσθμόν ποντίου [Ἐννοσίδα] κραιν . [ ... ] εὔχαις· αὐτα[ρ ἔπειτ᾿ ἀπέβαν ἐπ᾿] ἄστεα καλὰ Κορίνθου, ῥίμφα δ᾿ [ἐϋκτιμένας] Κλεωνὰς ἤνθον...","(and with) their dear Polynices (went the best leaders) of the Thebans. Making his way he began his journey along the road, passing the great wall . . . (and with) him . . . many . . . the men came to the furthest point (of Athens) under the escort (of the gods); and (soon) they reached the Isthmus of the sea-god, (the earth-shaker,) . . . (and were accomplishing their journey?) with prayers; and (then they departed for) the fair towns of Corinth, and quickly came to (well-built) Cleonae. . .",Campbell,,TRUE
417,Stesichorus,138,Corinth,48,,Cleonae,141,Narrator,,,222A,304,,"... σὺν δ᾿ ἄρ᾿ ἕπο]ντο φίλωι Πολυνείκεϊ τ[αγοὶ Θηβαίω[ν ἄριστοι]. ερχόμεν[ος δ᾿ ἀν᾿ ὁδ]ὸν στεῖχεν, μέγα τεῖχ[ος ἀμείψας ... [ ... ] .. ἅμ᾿ αὐτῶι πολλα[ ... ]εππο.. τ᾿ ἴσαν ἄκρο[ν Ἀθηνᾶν ἄνδρες[ ... ] πομπα[ῖσι θεῶν· ταχέω]ς δ᾿ ἵκοντο Ἰσθμόν ποντίου [Ἐννοσίδα] κραιν . [ ... ] εὔχαις· αὐτα[ρ ἔπειτ᾿ ἀπέβαν ἐπ᾿] ἄστεα καλὰ Κορίνθου, ῥίμφα δ᾿ [ἐϋκτιμένας] Κλεωνὰς ἤνθον...","(and with) their dear Polynices (went the best leaders) of the Thebans. Making his way he began his journey along the road, passing the great wall . . . (and with) him . . . many . . . the men came to the furthest point (of Athens) under the escort (of the gods); and (soon) they reached the Isthmus of the sea-god, (the earth-shaker,) . . . (and were accomplishing their journey?) with prayers; and (then they departed for) the fair towns of Corinth, and quickly came to (well-built) Cleonae. . .",Campbell,,TRUE
423,Stesichorus,138,Isthmus,146,,Corinth,48,Narrator,,,222A,303,,"... σὺν δ᾿ ἄρ᾿ ἕπο]ντο φίλωι Πολυνείκεϊ τ[αγοὶ Θηβαίω[ν ἄριστοι]. ερχόμεν[ος δ᾿ ἀν᾿ ὁδ]ὸν στεῖχεν, μέγα τεῖχ[ος ἀμείψας ... [ ... ] .. ἅμ᾿ αὐτῶι πολλα[ ... ]εππο.. τ᾿ ἴσαν ἄκρο[ν Ἀθηνᾶν ἄνδρες[ ... ] πομπα[ῖσι θεῶν· ταχέω]ς δ᾿ ἵκοντο Ἰσθμόν ποντίου [Ἐννοσίδα] κραιν . [ ... ] εὔχαις· αὐτα[ρ ἔπειτ᾿ ἀπέβαν ἐπ᾿] ἄστεα καλὰ Κορίνθου, ῥίμφα δ᾿ [ἐϋκτιμένας] Κλεωνὰς ἤνθον...","(and with) their dear Polynices (went the best leaders) of the Thebans. Making his way he began his journey along the road, passing the great wall . . . (and with) him . . . many . . . the men came to the furthest point (of Athens) under the escort (of the gods); and (soon) they reached the Isthmus of the sea-god, (the earth-shaker,) . . . (and were accomplishing their journey?) with prayers; and (then they departed for) the fair towns of Corinth, and quickly came to (well-built) Cleonae. . .",Campbell,,TRUE
428,Stesichorus,138,Thebes,3,,,,Jocasta,,,222A,216 - 217,,...παίδας ἐνὶ μεγάροις θανόντας ἢ πόλιν ἁλοίσαν.,...my sons dead in the palace or the city captured.,Campbell,"The narrator goes on to describe Jocasta asking one son to stay and another to leave, then says ""235 α[τὰρ 236 τὸν [μὲν ]ηβᾶν 237 γαῖα[ν""",FALSE
429,Stesichorus,138,Thebes,3,,Argos,38,Tiresias (?),,,222A,274 - 276,,"... [ ... ]τοι τὸ μόρσιμόν ἐστι γεν[έσθαι· ... [ δό]μον Ἀδράστοι᾿ ἄνακτος, ὃ[ς δέ σε δεξάμε]νος δώσει περικαλλέα κο[ύραν...","(I tell you) what is destined to happen: (you will reach) the house of lord Adrastus, and he will (welcome you and) give you his beautiful daughter . . .",Campbell,,FALSE
533,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 4,8,,μηδέ τι βουλεύειν τῇδε πόλει <σκολιόν>·,and (the men of the people should) not give the city (i.e. Sparta) (crooked) counsel,Gerber,,TRUE
461,Theognis,143,Lelantum,191,,,,,,wine,Theognidea,891 - 892,,"ὤ μοι ἀναλκίης· ἀπὸ μὲν Κήρινθος ὄλωλεν, / Ληλάντου δ᾿ ἀγαθὸν κείρεται οἰνόπεδον·",Shame on weakness! Cerinthus is destroyed and Lelantum’s fine vineyards are being ravaged;,Gerber,,TRUE
430,Stesichorus,138,Thebes,3,,Athens,2,Narrator,,,222A,293-297,,"... σὺν δ᾿ ἄρ᾿ ἕπο]ντο φίλωι Πολυνείκεϊ τ[αγοὶ Θηβαίω[ν ἄριστοι]. ερχόμεν[ος δ᾿ ἀν᾿ ὁδ]ὸν στεῖχεν, μέγα τεῖχ[ος ἀμείψας ... [ ... ] .. ἅμ᾿ αὐτῶι πολλα[ ... ]εππο.. τ᾿ ἴσαν ἄκρο[ν Ἀθηνᾶν ἄνδρες[ ... ] πομπα[ῖσι θεῶν· ταχέω]ς δ᾿ ἵκοντο Ἰσθμόν ποντίου [Ἐννοσίδα] κραιν . [ ... ] εὔχαις· αὐτα[ρ ἔπειτ᾿ ἀπέβαν ἐπ᾿] ἄστεα καλὰ Κορίνθου, ῥίμφα δ᾿ [ἐϋκτιμένας] Κλεωνὰς ἤνθον...","(and with) their dear Polynices (went the best leaders) of the Thebans. Making his way he began his journey along the road, passing the great wall . . . (and with) him . . . many . . . the men came to the furthest point (of Athens) under the escort (of the gods); and (soon) they reached the Isthmus of the sea-god, (the earth-shaker,) . . . (and were accomplishing their journey?) with prayers; and (then they departed for) the fair towns of Corinth, and quickly came to (well-built) Cleonae. . .",Campbell,,TRUE
416,Stesichorus,138,Calydon,138,,,,,,,222B,8,,...Κα[λυδ]ῶν᾿ ἐρατὰν...,...lovely Calydon...,Campbell,,TRUE
419,Stesichorus,138,Cyprus,106,,,,,,,S 104,6,,Κ]υπρογενὴς α[,Cyprus-born (Aphrodite),Campbell,,TRUE
435,Stesichorus,138,Troy,109,,,,,,Should I make this one several items (one for each god mentioned)? I worry that this will mean that Troy gets over represented in a mention count because these are all the same mention.,S 105(b),14,,[ ... γ]ὰρ Ἀπόλλων ... ἱ]αρὰν οὐδ᾿ Ἄρταμις οὐδ᾿ Ἀφροδίτα Τρωῶν π[ό]λιν Ζεὺς ... ]ου Τρῶας ... ]ιν ἆμερσ[,for Apollo . . . neither Artemis nor Aphrodite (still guarded?) the holy (city). . . the city of the Trojans Zeus. . . Trojans. . . deprived. . .,Campbell,,TRUE
434,Stesichorus,138,Troy,109,,,,,,This is Campbell's suggestion.,S 115 + 116,1,,... ]ώσας πόλ[ι]ν ... τ]έκος Αἰακίδαν περὶ ἀστυ [ ... Σκ]αμάνδριον ἀ[νθεμοέντα,". . . (he, having destroyed?) the city . . . the child the descendant of Aeacus . . . round the town . . . (the flowery meadow) of Scamander. . .",Campbell,,FALSE
437,Stesichorus,138,Troy,109,,,,,,,S 118,6,,... ]υδε ῥέα[ ... βαρέα στ[εναχ- ... Τ]ροΐας κλεεννο[ ... (ἐκ)πέ]ρσαντες ἐυκτιμε[ν- ... ἀ]νθρώπους κλέο[ς,. . . easily . . . groan(ing) heavily . . . having sacked the well-built glorious (citadel) of Troy . . . glory (among) mankind . . .,Campbell,,TRUE
433,Stesichorus,138,Troy,109,,,,,,,S 137,6,,ἥ]ρως Ἀχιλλευ[ ... ]δ᾿ ἀφελεστε[ ... ]ώσας πόλιν[ ... ]ε δὲ τείχεος[ ... ]νας θρασὺν [ ... ] θαυμα[,". . . hero Achilles . . . he (you?) took away . . . (he, having destroyed?) the city . . . and ( ) the wall . . . bold . . . wonder(ful). . .",Campbell,,FALSE
421,Stesichorus,138,Erytheia,143,,,,,,an island off the coast of Spain,S 7,1,,σχεδὸν ἀντιπέρας κλεινᾶς Ἐρυθείας < ... >,almost opposite famous Erytheia ...,Campbell,,TRUE
422,Stesichorus,138,Gades,145,,,,,,modern day Cádiz,S 7,4-Mar,,Ταρτησσοῦ ποταμοῦ παρὰ παγὰς ἀπείρονας ἀρ- γυρορίζους...,...  by the limitless silver-rooted waters of the river Tartessus ...,Campbell,,TRUE
452,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1386 - 1387,,"Κυπρογενὲς Κυθέρεια δολοπλόκε, σοί τι περισσὸν / Ζεὺς τόδε τιμήσας δῶρον ἔδωκεν ἔχειν.","Cyprus-born Cytherean, weaver of wiles, to honour you Zeus gave you this special gift.",Gerber,,TRUE
432,Stesichorus,138,Troy,109,,,,Trojan (?),,This is who Campbell says is the referent in a footnote.,S 89,6,,θεατυ[ ... παρθε[ν ... ἱμείρει[ ... νῦν δ᾿ ἆ[σ]εν [χα]λεπῶς πα[ρὰ καλλιρόους δίνα[ς] Σιμόεντος ἀνὴρ[,‘. . . maiden(ly) . . . longs . . .; but now by the (fair-flowing) eddies of the Simois a man has grievously misled us,Campbell,A river in the Trojan plain,FALSE
436,Stesichorus,138,Troy,109,,,,Trojan (?),,,S 89,11,,"... μέτ[ρα] τε καὶ σοφίαν, τοῦ[ ... ]ος ἀντὶ μάχα[ς καὶ] φυ[λόπ]ιδος κλέο[ς] . [εὐρυ]χόρ[ο]υ Τρο<ΐ>ας ἁλώσι[μον ἆμαρ]ν ἔθηκεν] . εσσι πόνοι[ ...",a man by whose (devices trickery?) instead of fighting and the battle-cry (will have) fame (that it) brought the capture day of spacious Troy. . . hardships. . .’,Campbell,,TRUE
411,Stesichorus,138,Achaea,130,,,,,,Are we counting these as place references?,S 99,4,,]ν Ἀχαιοί,Achaeans,Campbell,,TRUE
438,Telesilla,54,Alpheos,101,,,,,,,fr. 717,2,,"ἁ δ᾿ Ἄρτεμις, ὦ κόραι, φεύγοισα τὸν Ἀλφεόν","And Artemis, girls, fleeing from Alpheus",Campbell,,
439,Telestes,7,"Dryopis (Doris)",154,,,,,,,fr. 806,3,,"ἢ Φρύγα καλλιπνόων αὐλῶν ἱερῶν βασιλῆα, Λυδὸν ὃς ἅρμοσε πρῶτος Δωρίδος ἀντίπαλον μούσας νόμον αἰολομόρφοις πνεύματος εὔπτερον αὔραν ἀμφιπλέκων καλάμοις.","or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath.",Campbell,,
440,Telestes,7,Lydia,102,,,,,,,fr. 806,2,,"ἢ Φρύγα καλλιπνόων αὐλῶν ἱερῶν βασιλῆα, Λυδὸν ὃς ἅρμοσε πρῶτος Δωρίδος ἀντίπαλον μούσας νόμον αἰολομόρφοις πνεύματος εὔπτερον αὔραν ἀμφιπλέκων καλάμοις.","or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath.",Campbell,,
460,Theognis,143,Greece,,,,,,,,Theognidea,780 - 781,,ἦ γὰρ ἔγωγε δέδοικ᾿ ἀφραδίην ἐσορῶν / καὶ στάσιν Ἑλλήνων λαοφθόρον·,"For indeed I am afraid when I look upon the mindless, people-destroying strife of the Greeks.",Gerber,,TRUE
442,Telestes,7,Phrygia,128,,,,,,,fr. 806,1,,"ἢ Φρύγα καλλιπνόων αὐλῶν ἱερῶν βασιλῆα, Λυδὸν ὃς ἅρμοσε πρῶτος Δωρίδος ἀντίπαλον μούσας νόμον αἰολομόρφοις πνεύματος εὔπτερον αὔραν ἀμφιπλέκων καλάμοις.","or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath.",Campbell,,
441,Telestes,7,Lydia,102,,,,,,,fr. 810,5,,πρῶτοι παρὰ κρατῆρας Ἑλλάνων ἐν αὐλοῖς συνοπαδοὶ Πέλοπος Ματρὸς ὀρείας Φρύγιον ἄεισαν νόμον· τοὶ δ᾿ ὀξυφώνοις πηκτίδων ψαλμοῖς κρέκον Λύδιον ὕμνον.,The first to sing to the pipes the Phrygian tune of the mountain Mother beside the mixing-bowls of the Greeks were the companions of Pelops; and the Greeks began to twang the Lydian hymn with the shrill-voiced plucking of the pectis.,Campbell,,
443,Telestes,7,Phrygia,128,,,,,,,fr. 810,3,,πρῶτοι παρὰ κρατῆρας Ἑλλάνων ἐν αὐλοῖς συνοπαδοὶ Πέλοπος Ματρὸς ὀρείας Φρύγιον ἄεισαν νόμον· τοὶ δ᾿ ὀξυφώνοις πηκτίδων ψαλμοῖς κρέκον Λύδιον ὕμνον.,The first to sing to the pipes the Phrygian tune of the mountain Mother beside the mixing-bowls of the Greeks were the companions of Pelops; and the Greeks began to twang the Lydian hymn with the shrill-voiced plucking of the pectis.,Campbell,,
444,Theognis,143,Cerinthus,190,,,,,,in northeast Euboea,Theognidea,891 - 892,,"ὤ μοι ἀναλκίης· ἀπὸ μὲν Κήρινθος ὄλωλεν, / Ληλάντου δ᾿ ἀγαθὸν κείρεται οἰνόπεδον·",Shame on weakness! Cerinthus is destroyed and Lelantum’s fine vineyards are being ravaged;,Gerber,,TRUE
445,Theognis,143,Colophon,20,,,,,,,Theognidea,1103 - 1104,,"ὕβρις καὶ Μάγνητας ἀπώλεσε καὶ Κολοφῶνα / καὶ Σμύρνην· πάντως, Κύρνε, καὶ ὔμμ᾿ ἀπολεῖ.","Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus.",Gerber,,TRUE
446,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1303 - 1304,,"ἀλλ᾿ ἐπίμεινον, ἐμοὶ δὲ δίδου χάριν· οὐκέτι δηρὸν / ἕξεις Κυπρογενοῦς δῶρον ἰοστεφάνου.",Not for long will you possess the gift of the violet–crowned Cyprus–born.,Gerber,,TRUE
447,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1307 - 1308,,"δεσμοῦ, μή ποτε καὶ σὺ βιήσεαι, ὄβριμε παίδων, / Κυπρογενοῦς δ᾿ ἔργων ἀντιάσῃς χαλεπῶν,","lest one day you too, mighty boy, be overpowered and encounter the harsh workings of the Cyprus-born,",Gerber,,TRUE
448,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1319 - 1320,,"ὦ παῖ, ἐπεί τοι δῶκε θεὰ χάριν ἱμερόεσσαν / Κύπρις, σὸν δ᾿ εἶδος πᾶσι νέοισι μέλει,","Boy, since the Cyprian goddess gave you a beauty that arouses desire and all the young men are obsessed with your looks,",Gerber,,TRUE
449,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1323 - 1324,,"Κυπρογένη, παῦσόν με πόνων, σκέδασον δὲμερίμνας / θυμοβόρους, στρέψον δ᾿ αὖθις ἐς εὐφροσύνας·","Cyprus-born, put an end to my pain, scatter the cares that gnaw at my heart, and restore me to happiness.",Gerber,,TRUE
450,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1331 - 1333,,εἴ ποτε καὶ σὺ / ἕξεις Κυπρογενοῦς δῶρον ἰοστεφάνου / χρηΐζων καὶ ἐπ᾿ ἄλλον ἐλεύσεαι·,"If one day you too shall crave the gift of the Cyprus-born crowned with violets and pursue another,",Gerber,,TRUE
451,Theognis,143,Cyprus,106,,,,,,god,Theognidea,1381 - 1382,,ἄνθρωποί σ᾿ ἐδόκουν χρυσῆς παρὰ δῶρον ἔχοντα / ἐλθεῖν Κυπρογενοῦς,Men thought that you had come with a gift from the golden Cyprus-born,Gerber,,TRUE
518,"Timotheus",6,Athens,2,,,,,,,"F.G.E. p.307s.",3,,"πατρὶς δ᾿ Ἑλλάδος Ἑλλάς, Ἀθῆναι","His native city was Athens, the Greece of Greece.",Campbell,,
453,Theognis,143,Cyrpus,106,,,,,,god,Theognidea,1277 - 1278,,τῆμος Ἔρως προλιπὼν Κύπρον περικαλλέα νῆσον / εἶσιν ἐπ᾿ ἀνθρώπους σπέρμα φέρων κατὰ γῆς.,"Then Love leaves the beautiful island of Cyprus and goes among men, bringing seed down upon the land.",Gerber,,TRUE
454,Theognis,143,Cythera,35,,,,,,god,Theognidea,1339,,ἐκλέλυμαι δὲ πόθου πρὸς ἐυστεφάνου Κυθερείης·,and the fair-crowned Cytherean has released me from longing.,Gerber,,TRUE
455,Theognis,143,Cythera,35,,,,,,god,Theognidea,1386 - 1387,,"Κυπρογενὲς Κυθέρεια δολοπλόκε, σοί τι περισσὸν / Ζεὺς τόδε τιμήσας δῶρον ἔδωκεν ἔχειν.","Cyprus-born Cytherean, weaver of wiles, to honour you Zeus gave you this special gift.",Gerber,,TRUE
456,Theognis,143,Delos,5,,,,,,,Theognidea,9-Aug,,"πᾶσα μὲν ἐπλήσθη Δῆλος ἀπειρεσίη / ὀδμῆς ἀμβροσίης,","all Delos was filled from end to end with an ambrosial aroma,",Gerber,,TRUE
457,Theognis,143,Delphi,30,,,,,,oracles,Theognidea,807 - 808,,ᾧτινί κεν Πυθῶνι θεοῦ χρήσασ᾿ ἱέρεια / ὀμφὴν σημήνῃ πίονος ἐξ ἀδύτου·,that man to whom the priestess of the god at Delphi in her response reveals the god’s voice from the wealthy shrine.,Gerber,,TRUE
458,Theognis,143,Euboea,169,,,,,,plants,Theognidea,783 - 786,,"ἦλθον μὲν γὰρ ἔγωγε καὶ εἰς Σικελήν ποτε γαῖαν, / ἦλθον δ᾿ Εὐβοίης ἀμπελόεν πεδίον, / Σπάρτην τ᾿ Εὐρώτα δονακοτρόφου ἀγλαὸν ἄστυ, / καί μ᾿ ἐφίλευν προφρόνως πάντες ἐπερχόμενον·","For I went once to the land of Sicily and I went to the vine-rich plain of Euboea and to Sparta, the splendid city of the reed-nourishing Eurotas, and they all treated me with kindly friendship on my arrival.",Gerber,,TRUE
459,Theognis,143,Greece,,,,,,,coordinates are for Delphi,Theognidea,247,,"Κύρνε, καθ᾿ Ἑλλάδα γῆν στρωφώμενος ἠδ᾿ ἀνὰ νήσους","Cyrnus, as you roam throughout the land of Greece and among the islands,",Gerber,,TRUE
462,Theognis,143,Lethaeus,193,,,,,,"river, a tributary of the Meander river",Theognidea,1215 - 1216,,"πόλις γε μέν ἐστι καὶ ἡμῖν / καλή, Ληθαίῳ κεκλιμένη πεδίῳ.","Moreover, I have a city, a fair one that lies on the Lethaean plain.",Gerber,,TRUE
463,Theognis,143,Magnesia ad Maeandrum,253,,,,,,,Theognidea,603 - 604,,"τοιάδε καὶ Μάγνητας ἀπώλεσεν ἔργα καὶ ὕβρις, / οἷα τὰ νῦν ἱερὴν τήνδε πόλιν κατέχει.",Such acts of lawlessness destroyed Magnesia as now prevail in this holy city.,Gerber,,TRUE
464,Theognis,143,Magnesia ad Maeandrum,253,,,,,,,Theognidea,1103 - 1104,,"ὕβρις καὶ Μάγνητας ἀπώλεσε καὶ Κολοφῶνα / καὶ Σμύρνην· πάντως, Κύρνε, καὶ ὔμμ᾿ ἀπολεῖ.","Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus.",Gerber,,TRUE
465,Theognis,143,Megara,17,,,,,,poet,Theognidea,22 - 23,,ὧδε δὲ πᾶς τις ἐρεῖ· “Θεόγνιδός ἐστιν ἔπη / τοῦ Μεγαρέως· πάντας δὲ κατ᾿ ἀνθρώπους ὀνομαστός”·,"but everyone will say, “They are the verses of Theognis of Megara, and he is famous among all men;”",Gerber,,TRUE
467,Theognis,143,Melos,1,,,,,,water,Theognidea,671 - 672,,"οὕνεκα νῦν φερόμεσθα καθ᾿ ἱστία λευκὰ βαλόντες / Μηλίου ἐκ πόντου νύκτα διὰ δνοφερήν,","we are now being carried along, with white sails lowered, beyond the Melian sea through the dark night",Gerber,,TRUE
468,Theognis,143,Olympus,100,,,,,,god,Theognidea,341,,"ἀλλά, Ζεῦ, τέλεσόν μοι, Ὀλύμπιε, καίριον εὐχήν·","Come, Olympian Zeus, fulfil my timely prayer;",Gerber,,TRUE
469,Theognis,143,Olympus,100,,,,,,mountain,Theognidea,1135 - 1136,,"Ἐλπὶς ἐν ἀνθρώποισι μόνη θεὸς ἐσθλὴ ἔνεστιν, / ἄλλοι δ᾿ Οὔλυμπον ἐκπρολιπόντες ἔβαν.",Hope is the only good god remaining among mankind; the others have left and gone to Olympus.,Gerber,,TRUE
470,Theognis,143,Olympus,100,,,,,,hero (?),Theognidea,1345 - 1348,,"παιδοφιλεῖν δέ τι τερπνόν, ἐπεί ποτε καὶ Γανυμήδους / ἤρατο καὶ Κρονίδης ἀθανάτων βασιλεύς, / ἁρπάξας δ᾿ ἐς Ὄλυμπον ἀνήγαγε καί μιν ἔθηκεν / δαίμονα, παιδείης ἄνθος ἔχοντ᾿ ἐρατόν.","And there is some pleasure in loving a boy, since once in fact even the son of Cronus, king of the immortals, fell in love with Ganymede, seized him, carried him off to Olympus, and made him divine, keeping the lovely bloom of boyhood.",Gerber,,TRUE
471,Theognis,143,Sicily,68,,,,,,,Theognidea,783 - 786,,"ἦλθον μὲν γὰρ ἔγωγε καὶ εἰς Σικελήν ποτε γαῖαν, / ἦλθον δ᾿ Εὐβοίης ἀμπελόεν πεδίον, / Σπάρτην τ᾿ Εὐρώτα δονακοτρόφου ἀγλαὸν ἄστυ, / καί μ᾿ ἐφίλευν προφρόνως πάντες ἐπερχόμενον·","For I went once to the land of Sicily and I went to the vine-rich plain of Euboea and to Sparta, the splendid city of the reed-nourishing Eurotas, and they all treated me with kindly friendship on my arrival.",Gerber,,TRUE
472,Theognis,143,Smyrna,36,,,,,,,Theognidea,1103 - 1104,,"ὕβρις καὶ Μάγνητας ἀπώλεσε καὶ Κολοφῶνα / καὶ Σμύρνην· πάντως, Κύρνε, καὶ ὔμμ᾿ ἀπολεῖ.","Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus.",Gerber,,TRUE
473,Theognis,143,Sparta,10,,,,,,"river Eurotas, too",Theognidea,783 - 786,,"ἦλθον μὲν γὰρ ἔγωγε καὶ εἰς Σικελήν ποτε γαῖαν, / ἦλθον δ᾿ Εὐβοίης ἀμπελόεν πεδίον, / Σπάρτην τ᾿ Εὐρώτα δονακοτρόφου ἀγλαὸν ἄστυ, / καί μ᾿ ἐφίλευν προφρόνως πάντες ἐπερχόμενον·","For I went once to the land of Sicily and I went to the vine-rich plain of Euboea and to Sparta, the splendid city of the reed-nourishing Eurotas, and they all treated me with kindly friendship on my arrival.",Gerber,,TRUE
474,Theognis,143,Sparta,10,,,,,,washbasin,Theognidea,1001 - 1002,,"χέρνιβα δ᾿ αἶψα θύραζε φέροι, στεφανώματα δ᾿ εἴσω, / εὐειδὴς ῥαδιναῖς χερσὶ Λάκαινα κόρη.",and a comely Spartan girl with slender hands would quickly carry out the washbasin and bring in garlands.,Gerber,,TRUE
475,Theognis,143,Sparta,10,,,,,,"river Eurotas, too",Theognidea,1087 - 1088,,"Κάστορ καὶ Πολύδευκες, οἳ ἐν Λακεδαίμονι δίῃ / ναίετ᾿ ἐπ᾿ Εὐρώτᾳ καλλιρόῳ ποταμῷ,","Castor and Polydeuces, you who dwell in glorious Lacedaemon by the fair-flowing river Eurotas,",Gerber,,TRUE
476,Theognis,143,Taygetus,189,,,,,,mountain,Theognidea,879,,"πῖν᾿ οἶνον, τὸν ἐμοὶ κορυφῇς ὕπο Τηϋγέτοιο",Drink the wine which was produced for me beneath the peaks of Taygetus,Gerber,,TRUE
477,Theognis,143,Thebes,3,,,,,,,Theognidea,1209 - 1210,,"Αἴθων μὲν γένος εἰμί, πόλιν δ᾿ εὐτείχεα Θήβην / οἰκῶ, πατρῴας γῆς ἀπερυκόμενος.","I am Aethon by birth, but I dwell in the well–walled city of Thebes, excluded from my homeland.",Gerber,,TRUE
478,Theognis,143,Tmolus,192,,,,,,in Lydia,Theognidea,1023 - 1024,,"οὔποτε τοῖς ἐχθροῖσιν ὑπὸ ζυγὸν αὐχένα θήσω / δύσλοφον, οὐδ᾿ εἴ μοι Τμῶλος ἔπεστι κάρῃ.","I’ll never place my neck beneath the galling yoke of my enemies, not even if Tmolus is upon my head.",Gerber,,TRUE
479,Theognis,143,Troy,109,,,,,,,Theognidea,12-Nov,,"Ἄρτεμι θηροφόνη, θύγατερ Διός, ἣν Ἀγαμέμνων / εἵσαθ᾿ ὅτ᾿ ἐς Τροίην ἔπλεε νηυσὶ θοῇς,","Artemis, slayer of wild beasts, daughter of Zeus, for whom Agamemnon set up a temple when he was preparing to sail on his swift ships to Troy,",Gerber,,TRUE
480,Theognis,143,Troy,109,,,,,,god,Theognidea,1231 - 1232,,"σχέτλι᾿ Ἔρως, Μανίαι τ᾿ ἐτιθηνήσαντο λαβοῦσαι· / ἐκ σέθεν ὤλετο μὲν Ἰλίου ἀκρόπολις,","Cruel Eros, the spirits of Madness took you up and nursed you. Because of you Troy’s acropolis was destroyed,",Gerber,,TRUE
483,Timocreon,144,"Ceos",46,,,,,,,fr. 10 West,1,,Κηΐα με προσῆλθε φλυαρία οὐκ ἐθέλοντα· οὐ θέλοντά με προσῆλθε Κηΐα φλυαρία.,from Ceos came to me against my will. Against my will there came to me nonsense from Ceos,Campbell,,
481,Timocreon,144,Athens,2,,Ialysus,,,,,fr. 727,3,,ἐγὼ δ᾿ Ἀριστείδαν ἐπαινέω ἄνδρ᾿ ἱερᾶν ἀπ᾿ Ἀθανᾶν,I commend Aristides as the very best man to have come from holy Athens,Campbell,,
