poetname,poetId,cityname,cityId,relationship,relationshipid,nativeid,dotted,notes,source_work,source_workid,source_citation,source_greektext,source_translation,source_translator,source_notes,source_explicit
Sacadas,131,Argos,38,born,1,1,,,Pausanias,,Paus. 10.7.4-6,"τῆς δὲ τεσσαρακοστῆς ὀλυμπιάδος καὶ ὀγδόης, ἣν Γλαυκίας ὁ Κροτωνιάτης ἐνίκησε, ταύτης ἔτει τρίτῳ ἆθλα ἔθεσαν οἱ Ἀμφικτύονες κιθαρῳδίας μὲν καθὰ καὶ ἐξ ἀρχῆς, προσέθεσαν δὲ καὶ αὐλῳδίας ἀγώνισμα καὶ αὐλῶν· ἀνηγορεύθησαν δὲ νικῶντες Κεφαλλήν τε Μελάμπους (Boeckh: ὃς λάμποι, ὁ λάμπου codd.) κιθαρῳδίᾳ, καὶ αὐλῳδὸς Ἀρκὰς Ἐχέμβροτος, Σακάδας δὲ Ἀργεῖος ἐπὶ τοῖς αὐλοῖς·","In the third year of the 48th Olympiad, in which Glaucias of Croton was victorious, the Amphictions offered prizes in cithara-singing, as they had from the beginning, and added competitions in pipe-singing and pipe-playing. The winners they proclaimed were Melampus of Cephallenia in cithara-song, Echembrotus of Arcadia in pipe-song, Sacadas of Argos in pipe-playing;",Campbell,,yes
Sacadas,131,Arcadia,54,,3,3,,?,Plutarch,,[Plut.] Mus. 9. 1134bc,τῆς δὲ δευτέρας (sc. καταστάσεως) Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα. ἦσαν δὲ ... οἱ δὲ περὶ Σακάδαν ἐλεγείων (sc. ποιηταί).,"Credit for the second organisation (of music) is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos: for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted ... Sacadas composed elegiacs.",Campbell,,no
Sappho,132,Mytilene,8,born,1,1,,,anonymous,,P. Oxy. 1800 fr. 1,"[Σαπφὼ τὸ μὲν γένος] ἦν Λε[σβία, πόλεως δὲ Μιτ]υλήνης.","Sappho was a Lesbian by birth, of the city of Mytilene.",Campbell,,yes
Sappho,132,Leucas,21,died,2,2,,,Suda,,Suda Σ 108,αὕτη δι᾿ ἔρωτα Φάωνος τοῦ Μιτυληναίου ἐκ τοῦ Λευκάτου κατεπόντησεν ἑαυτήν.,This Sappho leapt from the cliff of Leucates and drowned herself for love of Phaon the Mytilenaean.,Campbell,,yes
Sappho,132,Eresos,56,born,1,1,,,Suda,,Suda Σ 107,Λεσβία ἐξ Ἐρεσσοῦ,a Lesbian from Eresus,Campbell,,yes
Sappho,132,Sicily,68,,3,3,,?,Parian Marble,,Marm. Par. Ep. 36 (p. 12 Jacoby),ἀφ᾿ οὗ Σαπφὼ ἐγ Μυτιλήνης εἰς Σικελίαν ἔπλευσε φυγοῦσα,From the time when Sappho sailed in exile from Mytilene to Sicily,Campbell,,yes
Semonides,134,Samos,41,born,1,1,,,Suda,,Suda Σ 431,ἦν δὲ τὸ ἐξαρχῆς Σάμιος: ἐν δὲ τῷ ἀποικισμῷ τῆς Ἀμοργοῦ ἐστάλη καὶ αὐτὸς ἡγεμὼν ὑπὸ Σαμίων.,"He was from Samos originally, but in the colonisation of Amorgos the people of Samos sent him as leader.",Malcolm Heath (Suda Online),These sentences are generally agreed to originally come from the Suda's entry on Semonides (e.g. West 1974: 179).,yes
Semonides,134,Amorgos,77,,3,3,,,Suda,1,Suda Σ 431,ἦν δὲ τὸ ἐξαρχῆς Σάμιος: ἐν δὲ τῷ ἀποικισμῷ τῆς Ἀμοργοῦ ἐστάλη καὶ αὐτὸς ἡγεμὼν ὑπὸ Σαμίων.,"He was from Samos originally, but in the colonisation of Amorgos the people of Samos sent him as leader.",Malcolm Heath (Suda Online),These sentences are generally agreed to originally come from the Suda's entry on Semonides (e.g. West 1974: 179).,yes
Simonides,135,Athens,2,,3,3,,,Aristotle,,Aristot. Ath. Pol. 18. 1,ὁ δὲ Ἵππαρχος παιδιώδης καὶ ἐρωτικὸς καὶ φιλόμουσος ἦν (καὶ τοὺς περὶ Ἀνακρέοντα καὶ Σιμωνίδην καὶ τοὺς ἄλλους ποιητὰς οὗτος ἦν ὁ μεταπεμπόμενος) ...,"Hipparchus was frivolous, amorous and fond of the arts: it was he who sent for Anacreon and Simonides and the other poets.",Campbell,,no
Simonides,135,Sparta,10,,3,3,,,Plato,,Plat. Ep. 2. 311a,"οἷον καὶ περὶ Ἱέρωνος ὅταν διαλέγωνται ἄνθρωποι καὶ Παυσανίου τοῦ Λακεδαιμονίου, χαίρουσι τὴν Σιμωνίδου συνουσίαν παραφέροντες, ἅ τε ἔπραξεν καὶ εἶπεν πρὸς αὐτούς.","For example, when men talk about Hiero or about Pausanias the Spartan they enjoy bringing in their association with Simonides and what he did and said to them.",Campbell,,no
Simonides,135,Syracuse,18,,3,3,,,Pausanias,,Paus. 1. 2. 3,ἐς Συρακούσας πρὸς Ἱέρωνα Αἰσχύλος καὶ Σιμωνίδης ἐστάλησαν.,Aeschylus and Simonides made their way to Hiero in Syracuse.,Campbell,,yes
Simonides,135,Ioulis (Ceos),46,born,1,1,,,Suda,,Suda Σ 439,"Σιμωνίδης, Λεωπρεποῦς, Ἰουλιήτης τῆς ἐν Κέῳ τῇ νήσῳ πόλεως","Simonides, the son of Leoprepes. A citizen of the city Iulis on the island Ceos.",Dyer (stoa.org),,yes
Simonides,135,Gela,78,,3,3,,,Scholiast to Pindar,,Schol. Pind. Ol. 2. 29d,"καὶ οὕτω τὸν Θήρωνα, ὑπεραγανακτήσαντα θυγατρὸς ἅμα καὶ γαμβροῦ, συρρῆξαι πρὸς Ἱέρωνα πόλεμον παρὰ Γέλᾳ τῷ Σικελιωτικῷ ποταμῷ ... μή γε μὴν εἰς βλάβην, μηδὲ εἰς τέλος προχωρῆσαι τὸν πόλεμον· φασὶ γὰρ τότε Σιμωνίδην τὸν λυρικὸν περιτυχόντα διαλῦσαι τοῖς βασιλεῦσι τὴν ἔχθραν.","So Thero, angry on account of his daughter and son-in-law (Polyzelus, brother of Hiero), made war against Hiero at Gela, the Sicilian river ... But no harm resulted and the war came to nothing; for they say that Simondes the lyric poet turned up and put an end to the kings’ enmity.",Campbell,,yes
Simonides,135,Akragas,79,,3,3,,,Callimachus,,Callim. fr. 64. 1–14,"oὐδ᾿ ἄν τοι Καμάρινα τόσον κακὸν ὁκκόσον ἀνδρός κινηθεὶς ὁσίου τύμβος ἐπικρεμάσαι· [καὶ γ]ὰρ ἐμόν κοτε σῆμα, τό μοι πρὸ πόληος ἔχ[ευ]αν [Zῆν᾿] Ἀκραγαντῖνοι Ξείνι[ο]ν ἁζόμενοι...","Not even Camarina would be such a threatening disaster as the removal of the tomb of a holy man: once my burial mound, which the citizens of Acragas heaped up in front of their city out of reverence for Zeus, god of strangers...",Campbell,,yes
Simonides,135,Pharsalos,80,,3,3,,,Quintilian,,Quint. Inst. 11.2.14,"Est autem magna inter auctores dissensio, Glaucone Carystio an Leocrati an Agatharcho an Scopae scriptum sit id carmen, et Pharsali fuerit haec domus, ut ipse quodam loco significare Simonides videtur","There is, however, great disagreement among our authorities as to whether this ode was written in honour of Glaucus of Carystus, Leocrates, Agatharcus or Scopas, and whether the house was at Pharsalus, as Simonides himself seems to indicate in a certain passage",Russell,,yes
Simonides,135,Krannon,81,,3,3,,,Cicero,,Cic. De Or. II.352,Dicunt enim cum cenaret Crannone in Thessalia Simonides apud Scopam fortunatum hominem...,There is a story that Simonides was dining at the house of a wealthy nobleman named Scopas at Crannon in Thessaly...,E. W. Sutton,,yes
Skythinos,84,Teos,42,,1,1,,,Suda,,Suda A 1916,"Ἀνακρέων, Τήϊος, λυρικὸς, Σκυθίνου υἱός",...Of Teos. Lyric poet. Skythinos' son,William Hutton,,no
Solon,136,Athens,2,born,1,1,,,Suda,,Suda Σ 776,"Σόλων, Ἐξηκεστίδου, Ἀθηναῖος, φιλόσοφος, νομοθέτης καὶ δημαγωγός.","Solon, son of Execestides, an Athenian philosopher, lawgiver and leader of the people.",Gerber,,yes
Solon,136,Soli (Soloi/Pompeiopolis),26,died,2,2,,,Suda,,Suda Σ 776,"ἐπιβουλευθεὶς δ᾿ ὑπὸ Πεισιστράτου τοῦ τυράννου ἀπεδήμησεν ἐν Κιλικίᾳ καὶ ἔκτισε πόλιν, ἣν Σόλους ἐκάλεσεν ἐξ αὑτοῦ.","When the tyrant Pisistratus plotted against him, he spent time abroad in Cilicia and founded a city which he called Soloi after himself.",Gerber,,yes
Solon,136,Sardis,43,,3,3,,,Herodotus,,Hdt. 1.30,Αὐτῶν δὴ ὦν τούτων καὶ τῆς θεωρίης ἐκδημήσας ὁ Σόλων εἵνεκεν ἐς Αἴγυπτον ἀπίκετο παρὰ Ἄμασιν καὶ δὴ καὶ ἐς Σάρδις παρὰ Κροῖσον.,"For this reason, and to see the world, Solon left Athens and visited Amasis in Egypt and Croesus at Sardis",Godley,,yes
Solon,136,Soli (Cyprus),63,,3,3,,,Suda,,Suda Σ 776,οἱ δὲ καὶ τοὺς ἐν Κύπρῳ Σόλους ἐξ αὐτοῦ φασι καὶ τελευτῆσαι αὐτὸν ἐν Κύπρῳ.,Others say that also Soloi in Cyprus was named after him and that he died in Cyprus.,Gerber,,yes
Solon,136,Egypt,91,,3,3,,,Herodotus,,Hdt. 1.30,Αὐτῶν δὴ ὦν τούτων καὶ τῆς θεωρίης ἐκδημήσας ὁ Σόλων εἵνεκεν ἐς Αἴγυπτον ἀπίκετο παρὰ Ἄμασιν καὶ δὴ καὶ ἐς Σάρδις παρὰ Κροῖσον.,"For this reason, and to see the world, Solon left Athens and visited Amasis in Egypt and Croesus at Sardis",Godley,,yes
Sophocles,137,Athens,2,born,1,1,,,Suda,,Suda Σ 815,"Σοφοκλῆς, Σωφίλου, Κολωνῆθεν, Ἀθηναῖος","Sophocles, son of Sophilos, from the deme Colonus, Athenian",Wm. Blake Tyrrell,,yes
Sophocles,137,Salamis,82,,3,3,,,Vita Sophoclis,,Vit. Soph. 16-19,"ἐδιδάχθη δὲ τὴν μουσικὴν παρὰ Λάμπρῳ, καὶ μετὰ τὴν ἐν Σαλαμῖνι ναυμαχίαν Ἀθηναίων περὶ τρόπαιον ὄντων μετὰ λύρας γυμνὸς ἀληλιμμένος τοῖς παιανίζουσι τῶν ἐπινικίων ἐξῆρχε.","He studied music with Lamprus, and after the naval battle at Salamis, when the Athenians were standing round the victory monument, Sophocles with his lyre, naked and anointed with oil, led the chorus which sang the paean at the victory sacrifice.",Mary Lefkowitz,,yes
Sophokles (son of Ariston),85,Athens,2,,1,1,,,Suda,,Suda Σ 816,"Σοφοκλῆς, Ἀρίστωνος, υἱωνὸς δὲ τοῦ προτέρου Σοφοκλέους πρεσβυτέρου, Ἀθηναῖος","Son of Ariston, grandson of the earlier elder Sophocles, an Athenian",Wm. Blake Tyrrell,,yes
Stesandros,86,Samos,41,,1,1,,,Athenaeus,,Ath. 14.638b,Τιμόμαχος δ᾿ ἐν τοῖς Κυπριακοῖς Στήσανδρον λέγει τὸν Σάμιον ἐπὶ πλεῖον αὐξῆσαι τὴν τέχνην...,Timomachus in his History of Cyprus (FGrH 754 F 1) claims that Stesandrus of Samos expanded the art considerably...,,,yes
Stesichorus,138,Himera,23,born,1,1,,,Suda,,Suda Σ 1095,ἐκ πόλεως Ἱμέρας τῆς Σικελίας.,From the city of Himera in Sicily.,Campbell,,yes
Stesichorus,138,Matauria,58,born,1,1,,,Suda,,Suda Σ 1095,οἱ δὲ ἀπὸ Ματαυρίας τῆς ἐν Ἰταλίᾳ.,but some say he is from Matauria in Italy.,Campbell,,yes
Stesichorus,138,Katane,64,died,2,2,,,Suda,,Suda Σ 1095,οἱ δὲ ἀπὸ Παλαντίου τῆς Ἀρκαδίας φυγόντα αὐτὸν ἐλθεῖν φασιν εἰς Κατάνην κἀκεῖ τελευτῆσαι καὶ ταφῆναι πρὸ τῆς πύλης,Others say that when exiled from Pallantium in Arcadia he came to Catana and that he died there and was buried in front of the gate which is called Stesichorean after him.,Campbell,,yes
Stesichorus,138,Pallantion,83,,3,3,,,Suda,,Suda Σ 1095,οἱ δὲ ἀπὸ Παλαντίου τῆς Ἀρκαδίας φυγόντα αὐτὸν ἐλθεῖν φασιν εἰς Κατάνην κἀκεῖ τελευτῆσαι καὶ ταφῆναι πρὸ τῆς πύλης,Others say that when exiled from Pallantium in Arcadia he came to Catana and that he died there and was buried in front of the gate which is called Stesichorean after him.,Campbell,,yes
Stesichorus,138,Locris Ozolia,84,,3,3,,,Aristotle,,Αr. Rhet. 2. 21. 1394b–95a,"ἁρμόττει δ᾿ ἐν τοῖς τοιούτοις ... τὰ αἰνιγματώδη, οἷον εἴ τις λέγει ὅπερ Στησίχορος ἐν Λοκροῖς εἶπεν...","In such cases enigmatic sayings are appropriate, for example the one used by Stesichorus to the Locrians...",Campbell,,no
Susarion,139,Athens,2,born,3,3,,,Tzetzes,,Tzetz. prol. in Ar.,"...Διονυσίων ἠγμένων εἰς τὸ θέατρον τὰ τέσσαρα ἰαμβεῖα ταυτὶ ἀνεφθέγξατο, ἃ μόνα τῶν ἐκείνου συγγραμμάτων ἐφεύρηνται, τῶν ἄλλων ἁπάντων ἠφανισμένων· “ἀκούετε λεῴ· Σουσαρίων λέγει τάδε / υἱὸς Φιλίνου Μεγαρόθεν Τριποδίσκιος. / κακὸν γυναῖκες· ἀλλ᾿ ὅμως, ὦ δημόται, / οὐκ ἔστιν οἰκεῖν οἰκίαν ἄνευ κακοῦ.”","... he entered the theatre at the festival of Dionysus and uttered these four iambic verses, which alone of his compositions have survived, all the others having disappeared: ""Listen, people. These are the words of Susarion, son of Philinus, from Tripodeske in Megara. Women are a bane: but nevertheless it’s not possible to live in a household without bane.""",Gerber,,yes
Susarion,139,Tripodiskos,249,born,1,1,,,Tzetzes,,Tzetz. prol. in Ar.,"...Διονυσίων ἠγμένων εἰς τὸ θέατρον τὰ τέσσαρα ἰαμβεῖα ταυτὶ ἀνεφθέγξατο, ἃ μόνα τῶν ἐκείνου συγγραμμάτων ἐφεύρηνται, τῶν ἄλλων ἁπάντων ἠφανισμένων· “ἀκούετε λεῴ· Σουσαρίων λέγει τάδε / υἱὸς Φιλίνου Μεγαρόθεν Τριποδίσκιος. / κακὸν γυναῖκες· ἀλλ᾿ ὅμως, ὦ δημόται, / οὐκ ἔστιν οἰκεῖν οἰκίαν ἄνευ κακοῦ.”","... he entered the theatre at the festival of Dionysus and uttered these four iambic verses, which alone of his compositions have survived, all the others having disappeared: ""Listen, people. These are the words of Susarion, son of Philinus, from Tripodeske in Megara. Women are a bane: but nevertheless it’s not possible to live in a household without bane.""",Gerber,,yes
Telesilla ,54,Argos,38,,1,1,,,Suda,,Suda T 260,"Τελέσιλλα, ποιήτρια. ἐπὶ στήλης τὰ μὲν βιβλία ἀπέρριπτε, κράνος δὲ τῇ κεφαλῇ περιέθηκε. καὶ γὰρ ὅτε Λακεδαιμόνιοι τοὺς ἐν τῷ ἱερῷ τοῦ Ἄργους καταφυγόντας διέφθειρον καὶ πρὸς τὴν πόλιν ᾔεσαν ὡς αἱρήσοντες, τότε Τελέσιλλα τὰς ἐν ἡλικίᾳ γυναῖκας ὁπλίσασα ὑπήντησεν οἷ προσῄεσαν.","...poetess. [sc. As depicted] on a stele she was throwing away her books but putting a helmet on her head. For when the Lacedaemonians were destroying those who had taken refuge in the sanctuary of Argos and were approaching the city in order to capture it, then Telesilla armed the young women and led them to meet the attackers.",Catharine Roth,,yes
Telestes,7,Athens,2,performed,3,3,,,Parian Marble,,Marm. Par. Ep. 65 (p. 18 Jacoby),"ἀφ᾿ οὗ Τελέστης Σελινούντιος ἐνίκησεν Ἀθήνησιν, ἔτη ΗΔΔΔΓΙΙΙΙ, ἄρχοντος Ἀθήνησιν Μίκωνος.",From the time when Telestes of Selinus was victorious in Athens 139 years; Micon was archon at Athens.,Campbell,,yes
Telestes,7,Selinus,12,born,1,1,,,Parian Marble,,Marm. Par. Ep. 65 (p. 18 Jacoby),"ἀφ᾿ οὗ Τελέστης Σελινούντιος ἐνίκησεν Ἀθήνησιν, ἔτη ΗΔΔΔΓΙΙΙΙ, ἄρχοντος Ἀθήνησιν Μίκωνος.",From the time when Telestes of Selinus was victorious in Athens 139 years; Micon was archon at Athens.,Campbell,,yes
Telestes,7,Sicyon,13,performed,3,3,,,Pliny,,Plin. N.H. 35. 36. 109 (v 269s. Mayhoff),"tradunt namque conduxisse pingendum ab Aristrato, Sicyoniorum tyranno, quod is faciebat Telesti poetae monimentum...","They say that he [Nicomachus] accepted a commission from Aristratus, tyrant of Sicyon, to paint a monument that he was erecting to the poet Telestes...",Campbell,,no
Telestes,7,Locri,14,performed,3,3,,,Apollonius,,"Αpollon. Hist. Mir. 40 (p. 53 Keller, p. 136s. Giannini)","Ἀριστόξενος ὁ μουσικὸς ἐν τῷ Τελέστου βίῳ φησὶν (fr. 117 Wehrli) ᾧπερ ἐν Ἰταλίᾳ συνεκύρησεν, ὑπὸ τὸν αὐτὸν καιρὸν γίγνεσθαι πάθη, ὧν ἕν εἶναι καὶ τὸ περὶ τὰς γυναῖκας γενόμενον ἄτοπον. ἐκστάσεις γὰρ γίγνεσθαι τοιαύτας ὥστε ἐνίοτε καθημένας καὶ δειπνούσας ὡς καλοῦντός τινος ὑπακούειν, εἶτα ἐκπηδᾶν ἀκατασχέτους γιγνομένας καὶ τρέχειν ἐκτὸς τῆς πόλεως. μαντευομένοις δὲ τοῖς Λοκροῖς καὶ Ῥηγίνοις περὶ τῆς ἀπαλλαγῆς τοῦ πάθους εἰπεῖν τὸν θεὸν παιᾶνας ᾄδειν ἐαρινοὺς ⟦δωδεκάτης⟧ ἡμέρας ξ΄, ὅθεν πολλοὺς γενέσθαι παιανογράφους ἐν τῇ Ἰταλίᾳ.","The musician Aristoxenus says in his Life of Telestes that at the time of his visit to Italy strange things were happening. One odd one concerned the women: they were seized by such distraction that sometimes when seated at supper they would answer as if someone were calling and then dash out uncontrollably and run outside the city. When the Locrians and Rhegines consulted the oracle about relief from the condition, the god told them to sing spring paeans for sixty days.",Campbell,,no
Telestes,7,Rhegium,15,performed,3,3,,,Apollonius,,"Αpollon. Hist. Mir. 40 (p. 53 Keller, p. 136s. Giannini)","Ἀριστόξενος ὁ μουσικὸς ἐν τῷ Τελέστου βίῳ φησὶν (fr. 117 Wehrli) ᾧπερ ἐν Ἰταλίᾳ συνεκύρησεν, ὑπὸ τὸν αὐτὸν καιρὸν γίγνεσθαι πάθη, ὧν ἕν εἶναι καὶ τὸ περὶ τὰς γυναῖκας γενόμενον ἄτοπον. ἐκστάσεις γὰρ γίγνεσθαι τοιαύτας ὥστε ἐνίοτε καθημένας καὶ δειπνούσας ὡς καλοῦντός τινος ὑπακούειν, εἶτα ἐκπηδᾶν ἀκατασχέτους γιγνομένας καὶ τρέχειν ἐκτὸς τῆς πόλεως. μαντευομένοις δὲ τοῖς Λοκροῖς καὶ Ῥηγίνοις περὶ τῆς ἀπαλλαγῆς τοῦ πάθους εἰπεῖν τὸν θεὸν παιᾶνας ᾄδειν ἐαρινοὺς ⟦δωδεκάτης⟧ ἡμέρας ξ΄, ὅθεν πολλοὺς γενέσθαι παιανογράφους ἐν τῇ Ἰταλίᾳ.","The musician Aristoxenus says in his Life of Telestes that at the time of his visit to Italy strange things were happening. One odd one concerned the women: they were seized by such distraction that sometimes when seated at supper they would answer as if someone were calling and then dash out uncontrollably and run outside the city. When the Locrians and Rhegines consulted the oracle about relief from the condition, the god told them to sing spring paeans for sixty days.",Campbell,,no
Tellen,22,Thebes,3,,3,3,,,[Plutarch],,"[Plut.] Apophth. Epam. 20, 193 f.","Ἀπαγγείλαντος δέ τινος ὡς Ἀθηναῖοι στράτευμα καινοῖς κεκοσμημένον ὅπλοις εἰς Πελοπόννησον ἀπεστάλκασι, “τί οὖν,” εἶπεν, “Ἀντιγενίδας στένει καινοὺς Τέλληνος αὐλοὺς ἔχοντος;” ἦν δὲ αὐλητὴς ὁ μὲν Τέλλην κάκιστος, ὁ δὲ Ἀντιγενίδας κάλλιστος.","Epameinondas... When somebody reported that the Athenians had sent an army, decked out with novel equipment, into the Peloponnesus, he said, “Why should Antigenidas cry if Tellen has a new flute or two?” (Tellen was the worst of flute-players, and Antigenidas the best.)",Babbitt,,no
Terpander,141,Sparta,10,,3,3,,,Atheneus,,Ath. 14.635e-f,τὰ Κάρνεια πρῶτος πάντων Τέρπανδρος νικᾷ,Terpander was the first victor ever at the Carnea,Campbell,,yes
Terpander,141,Methymna,45,,1,1,,,Diodorus Siculus,,Diod. Sic. 8.28,Κιθαρῳδὸς ὁ Τέρπανδρος τῷ γένει Μηθυμναῖος.,"Terpander, who sang to the cithara, was a native of Methymna.",Oldfather,,yes
Terpander,141,Antissa,59,born,1,1,,,Suda,,Suda T 354,"Τέρπανδρος· Ἀρναῖος, ἢ Λέσβιος ἀπὸ Ἀντίσσης, ἢ Κυμαῖος.","From Arne, or from Antissa in Lesbos, or from Cyme.",Campbell,,yes
Terpander,141,Cyme,247,born,1,1,,,Suda,,Suda T 354,"Τέρπανδρος· Ἀρναῖος, ἢ Λέσβιος ἀπὸ Ἀντίσσης, ἢ Κυμαῖος.","From Arne, or from Antissa in Lesbos, or from Cyme.",Campbell,,yes
Terpander,141,Arne,248,born,1,1,,,Suda,,Suda T 354,"Τέρπανδρος· Ἀρναῖος, ἢ Λέσβιος ἀπὸ Ἀντίσσης, ἢ Κυμαῖος.","From Arne, or from Antissa in Lesbos, or from Cyme.",Campbell,,yes
Thaletas/Thales,142,Sparta,10,,3,3,,,Pausanias,,Paus. 1.14.4,Θάλης δὲ ὁ Λακεδαιμονίοις τὴν νόσον παύσας ... · Θάλητα δὲ εἶναί φησι Γορτύνιον Πολύμναστος Κολοφώνιος ἔπη Λακεδαιμονίοις ἐς αὐτὸν ποιήσας.,"Thales who stopped the plague for the Spartans ...: Polymnestus of Colophon, who composed verses on Thales for the Spartans, says that he was from Gortyn.",Campbell,,yes
Thaletas/Thales,142,Argos,38,,3,3,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Thaletas/Thales,142,Arcadia,54,,3,3,,?,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Thaletas/Thales,142,Gortyn,60,born,1,1,,,Pausanias,,Paus. 1.14.4,Θάλης δὲ ὁ Λακεδαιμονίοις τὴν νόσον παύσας ... · Θάλητα δὲ εἶναί φησι Γορτύνιον Πολύμναστος Κολοφώνιος ἔπη Λακεδαιμονίοις ἐς αὐτὸν ποιήσας.,"Thales who stopped the plague for the Spartans ...: Polymnestus of Colophon, who composed verses on Thales for the Spartans, says that he was from Gortyn.",Campbell,,yes
Theano,87,Locri,14,,1,1,,,Suda,,Suda Θ 85,"Θεανώ, Λοκρίς, λυρική","... Locrian, lyric poetess.",Catharine Roth,,yes
Theognis,143,Megara (Attic),17,,1,1,,this is the attic one,Harpocration,,Harp. sv. Theognis,"Θέογνις· οὗτος δ᾿ ἦν Μεγαρεύς, ἀπὸ τῶν πρὸς τῇ Ἀττικῇ Μεγάρων.",Theognis was a Megarian from Attic Megara.,Gerber,,yes
Theognis,143,Megara Hyblaia,225,,1,1,,this is the sicilian megara,Plato,,Pl. Leg. 1.630a,"ποιητὴν δὲ καὶ ἡμεῖς μάρτυρ᾿ ἔχομεν, Θέογνιν, πολίτην τῶν ἐν Σικελίᾳ Μεγαρέων","And we also have as witness a poet, Theognis, a citizen of the Megarians in Sicily",Gerber,,yes
Thespis of Thebes,45,Thebes,3,born,1,1,,,Lucian,,Luc. Adversus Indoctum 8-9,Θέλω γοῦν σοι διηγήσασθαί τι Πυθοῖ γενόμενον... καὶ μετὰ Θέσπιν <b>τὸν Θηβαῖον</b> οὐφαύλως ἀγωνισάμενον εἰσέρχεται ὅλος περιλαμπόμενοςτῷ χρυσῷ καὶ τοῖς σμαράγδοις καὶβηρύλλοις καὶ ὑακίνθοις.,"I should like to tell you of an incident that took place at Delphi... So, after Thespis <b>of Thebes</b> had made a good showing, he [Evangelus] came in all ablaze with gold and emeralds and beryls and sapphires.",Olson,,yes
Thespis of Thebes,45,Delphi,30,performed,3,3,,,Lucian,,Luc. Adversus Indoctum 8-9,Θέλω γοῦν σοι διηγήσασθαί τι <b>Πυθοῖ</b> γενόμενον... καὶ μετὰ Θέσπιν τὸν Θηβαῖον οὐφαύλως ἀγωνισάμενον εἰσέρχεται ὅλος περιλαμπόμενοςτῷ χρυσῷ καὶ τοῖς σμαράγδοις καὶβηρύλλοις καὶ ὑακίνθοις.,"I should like to tell you of an incident that took place <b>at Delphi</b>... So, after Thespis of Thebes had made a good showing, he [Evangelus] came in all ablaze with gold and emeralds and beryls and sapphires.",Olson,,yes
Timocreon,144,Rhodes,61,born,1,1,,,Suda,,Suda T 625,"Τιμοκρέων, Ῥόδιος","Timocreon, a Rhodian",Campbell,,yes
